id,Status,Date_Of_Birth,Monthly_Income,Employment_Length,State,Interest_Rate,FICO_Range,Default
12932,accepted,1992-06-12,5000.0,2014-12,VA,15.58,695-699,0.0
37813,accepted,1990-13-09,1666.67,2015-10,OH,12.69,680-684,0.0
70028,accepted,1981-18-04,3583.33,2006-09,OK,17.27,710-714,0.0
80138,accepted,1988-12-11,4333.33,2011-12,VA,11.14,715-719,0.0
26033,accepted,1984-14-06,3200.0,2010-09,CA,13.49,670-674,0.0
26950,accepted,1978-12-05,5833.33,2007-10,NC,7.49,715-719,0.0
86660,accepted,1975-29-12,3355.05,2006-09,CA,12.12,695-699,0.0
97487,accepted,1975-26-11,3416.67,2006-05,CA,17.77,670-674,1.0
88522,accepted,1980-26-02,6500.0,2010-04,OK,21.00,685-689,0.0
64166,accepted,1993-27-12,4104.67,2011-10,FL,18.49,695-699,0.0
68487,accepted,1983-11-04,1541.67,,WV,14.33,675-679,1.0
15014,accepted,1984-15-03,9519.75,2006-05,CA,14.72,695-699,0.0
98373,accepted,1978-03-08,7500.0,2007-01,OH,13.11,680-684,0.0
17664,pending,1986-19-08,8083.33,2006-04,MD,6.17,770-774,
31943,accepted,1987-04-09,5833.33,2015-07,CA,6.99,735-739,0.0
29365,accepted,1985-03-03,4166.67,2013-03,CT,13.99,715-719,0.0
1800,accepted,1976-29-09,7666.67,2007-03,CA,11.26,720-724,0.0
57003,pending,1980-24-04,2500.0,2009-09,NY,17.27,665-669,
66296,accepted,1985-10-09,6666.67,2014-05,LA,14.09,685-689,0.0
49473,accepted,1978-09-03,5000.0,2006-07,PA,15.31,680-684,0.0
92016,accepted,1975-06-08,5666.67,2006-01,FL,14.33,670-674,1.0
82922,accepted,1989-19-01,4170.0,2012-05,CA,21.49,675-679,0.0
98272,pending,1989-27-08,3333.33,2012-06,NV,15.80,670-674,
94925,accepted,1976-09-06,5833.33,2006-07,AZ,17.27,725-729,0.0
70905,accepted,1985-25-06,7750.0,2014-04,TX,21.49,660-664,0.0
6723,accepted,1987-17-04,3500.0,2014-09,IL,12.53,700-704,0.0
102775,accepted,1982-14-12,4166.67,2014-05,MI,17.90,675-679,0.0
84633,accepted,1995-01-01,10833.33,2014-08,CA,11.14,705-709,0.0
58263,accepted,1979-29-01,5083.33,2009-02,CA,13.11,690-694,1.0
69300,accepted,1987-26-02,1916.67,2015-06,IL,7.90,720-724,0.0
76916,accepted,1981-22-07,6250.0,2012-05,CA,23.76,665-669,0.0
97076,accepted,1986-29-06,8333.33,2008-04,NJ,15.31,680-684,0.0
2746,accepted,1995-01-09,1558.42,2015-02,OH,14.11,675-679,0.0
95637,accepted,1985-05-10,4333.33,2009-02,CA,21.98,680-684,0.0
53567,accepted,1987-25-11,2766.67,2015-08,NC,15.31,670-674,0.0
77867,accepted,1974-20-04,4000.0,2006-11,AZ,14.09,680-684,0.0
65121,accepted,1991-01-08,8416.67,2011-11,TX,19.05,685-689,1.0
41900,pending,1987-06-11,5416.67,2010-04,NY,13.49,680-684,
33269,pending,1994-03-10,2700.0,2013-11,WA,16.77,690-694,
48581,pending,1986-27-10,2166.67,2013-09,CA,10.74,720-724,
52893,accepted,1994-30-04,5000.0,2014-07,HI,14.65,665-669,0.0
36929,accepted,1984-28-08,3333.33,2014-09,NJ,9.91,730-734,0.0
57431,accepted,1988-07-07,2833.33,2011-08,PA,21.97,670-674,0.0
40879,pending,1974-23-02,8750.0,2006-05,CA,14.65,680-684,
57586,accepted,1981-26-08,5833.33,2008-07,OH,17.27,665-669,1.0
62177,accepted,1984-12-09,4166.67,2012-04,VA,18.49,660-664,0.0
6020,accepted,1994-02-07,3108.33,2014-02,FL,12.53,705-709,0.0
73741,accepted,1988-06-06,9000.0,2015-03,MA,13.11,690-694,0.0
32694,accepted,1975-27-09,22916.67,2006-02,NY,12.69,720-724,0.0
71766,accepted,1991-21-07,1000.0,,FL,8.90,700-704,0.0
83373,accepted,1985-09-01,4116.67,2015-08,WI,7.90,705-709,0.0
37504,accepted,1975-31-07,4000.0,2007-01,CO,10.65,720-724,0.0
95455,pending,1989-18-10,7083.33,2007-10,MI,7.90,710-714,
63,accepted,1991-23-01,7500.0,2015-11,NY,15.33,660-664,0.0
26789,accepted,1982-20-01,9166.67,2014-08,GA,12.99,710-714,0.0
28032,accepted,1988-06-03,2416.67,2010-10,AL,15.99,665-669,0.0
24454,pending,1991-27-11,3958.0,2014-12,MD,10.59,745-749,
44163,accepted,1981-24-10,5083.33,2006-01,NC,16.29,710-714,0.0
89884,accepted,1988-23-02,5666.67,2013-09,NY,15.31,745-749,0.0
28601,accepted,1988-23-08,3400.0,2006-05,AR,16.89,660-664,0.0
99913,accepted,1988-11-04,3400.0,2011-07,GA,10.16,730-734,0.0
7880,accepted,1987-29-03,8333.33,2006-04,GA,10.25,730-734,0.0
64020,accepted,1989-18-04,2583.33,2015-11,SD,13.11,670-674,1.0
36527,accepted,1988-24-11,4750.0,2008-07,FL,9.91,730-734,0.0
72604,accepted,1989-16-05,3750.0,2007-11,CA,17.27,705-709,0.0
29547,pending,1977-06-04,6333.33,2006-09,WV,8.49,730-734,
49950,accepted,1984-23-07,12500.0,2011-01,CA,22.78,665-669,0.0
34331,accepted,1996-01-06,3730.0,2015-01,FL,11.71,700-704,0.0
94232,accepted,1980-05-08,3750.0,2009-03,GA,17.27,670-674,0.0
98787,accepted,1990-08-06,5833.33,2011-01,CA,13.11,745-749,0.0
52440,accepted,1986-06-06,4833.33,2009-10,FL,18.55,670-674,1.0
2443,pending,1992-26-03,4458.33,2010-09,NY,13.47,700-704,
52407,accepted,1988-12-06,3500.0,2011-03,FL,13.99,725-729,0.0
46391,accepted,1985-28-05,8833.33,2014-05,OR,13.99,700-704,0.0
32183,accepted,1988-20-05,7083.33,2014-04,AZ,15.27,670-674,0.0
52061,accepted,1994-23-05,2833.33,2013-11,HI,21.48,665-669,0.0
5531,accepted,1990-05-12,1125.0,2014-10,MA,12.18,745-749,0.0
51087,accepted,1994-29-03,5416.67,2013-09,LA,9.76,710-714,0.0
11132,accepted,1985-10-05,7083.0,2013-03,CA,15.21,670-674,0.0
7752,accepted,1986-30-12,6620.0,2006-06,CA,13.85,720-724,0.0
30788,accepted,1986-25-06,3666.67,2014-03,CO,19.69,705-709,0.0
77919,accepted,1981-05-06,4166.67,2013-08,NY,16.29,680-684,0.0
4841,accepted,1983-27-03,3833.33,2014-10,TX,11.48,715-719,0.0
48151,accepted,1985-28-05,5000.0,2015-09,NH,13.11,735-739,0.0
2885,accepted,1980-31-03,4250.0,2011-01,KS,9.63,790-794,0.0
647,accepted,1987-11-06,7916.67,2012-01,MA,10.08,755-759,0.0
9495,accepted,1987-01-12,7083.33,2013-09,NY,10.25,750-754,0.0
92367,accepted,1990-13-01,7833.33,2009-10,WA,17.27,680-684,0.0
100674,accepted,1974-24-02,7500.0,2006-07,CA,14.33,670-674,1.0
62867,accepted,1991-23-10,5000.0,2011-07,IL,18.49,660-664,0.0
32444,accepted,1988-22-01,3500.0,2006-01,MD,16.77,685-689,1.0
33119,pending,1990-14-01,3616.0,2014-02,CA,19.03,670-674,
4730,accepted,1994-21-03,2500.0,2013-09,CA,11.14,725-729,0.0
84738,accepted,1989-13-06,4766.67,2010-08,CO,6.03,780-784,0.0
58490,accepted,1982-21-02,3333.33,2011-11,TX,13.67,690-694,0.0
12015,accepted,1978-19-05,5000.0,2006-02,AR,11.86,705-709,0.0
71758,accepted,1984-30-03,5416.67,2010-12,CA,15.31,685-689,1.0
19344,accepted,1980-22-08,4407.0,,NC,14.91,720-724,0.0
56528,accepted,1987-26-01,8750.0,2014-01,CT,16.29,660-664,1.0
17236,accepted,1991-04-09,3250.0,2013-12,PA,12.98,665-669,0.0
99541,accepted,1974-12-12,6666.67,2006-03,NJ,15.31,680-684,0.0
1977,accepted,1983-06-12,5000.0,2015-01,CA,15.37,675-679,1.0
15197,accepted,1976-09-05,3333.33,2006-10,CA,10.36,765-769,0.0
11620,accepted,1985-14-01,5416.67,2006-09,PA,11.12,700-704,0.0
73232,accepted,1984-01-08,3250.0,2006-03,VA,8.90,700-704,0.0
27317,accepted,1982-30-10,2900.0,2014-04,AR,7.49,730-734,0.0
38774,accepted,1983-10-08,3333.33,2011-02,WA,9.91,725-729,0.0
73956,pending,1990-24-01,2752.92,2015-06,WV,17.27,660-664,
77363,accepted,1982-29-11,4583.33,2014-04,TX,14.09,710-714,0.0
71926,accepted,1981-06-03,2666.67,2011-10,KY,11.14,700-704,0.0
46024,accepted,1975-06-11,9833.33,2006-01,NY,6.62,790-794,0.0
11376,accepted,1991-29-07,5686.67,2014-06,CO,11.12,775-779,0.0
13393,accepted,1979-20-05,4900.0,2006-04,CA,11.49,690-694,0.0
26533,accepted,1984-27-10,3750.0,2010-04,AL,6.99,745-749,0.0
48955,accepted,1983-03-11,3750.0,2013-01,NY,13.99,730-734,0.0
95456,accepted,1992-30-08,5833.33,2013-07,IL,23.28,675-679,0.0
102846,accepted,1986-06-10,6666.67,2007-08,CA,13.47,690-694,0.0
2074,accepted,1984-04-06,2500.0,2015-02,IL,15.68,680-684,0.0
23197,accepted,1982-11-04,6048.0,2009-07,RI,7.29,740-744,0.0
44626,accepted,1988-27-05,7301.58,2012-05,FL,20.50,670-674,1.0
10262,pending,1982-01-09,3333.33,2014-05,FL,11.49,780-784,
37041,accepted,1974-31-05,13416.67,2006-11,MA,7.90,810-814,0.0
24376,accepted,1977-23-07,4000.0,2006-01,WA,16.89,700-704,0.0
57260,accepted,1985-03-02,2500.0,2014-12,CA,13.67,695-699,0.0
81130,accepted,1975-19-07,6000.0,2006-09,NY,17.27,670-674,1.0
38892,accepted,1990-28-11,10416.67,2015-03,TX,11.71,720-724,0.0
35468,accepted,1980-14-09,2300.0,2006-09,TX,7.90,765-769,0.0
7173,accepted,1996-02-12,2416.67,2015-09,AL,10.62,760-764,0.0
102295,accepted,1988-28-08,3166.67,2015-04,PA,11.03,680-684,0.0
99065,accepted,1988-25-12,3333.33,2014-02,OH,13.11,675-679,0.0
53234,accepted,1996-07-01,3666.67,2015-12,IL,13.11,685-689,0.0
16215,accepted,1979-05-07,8533.33,2006-04,HI,10.36,720-724,0.0
77494,accepted,1985-29-07,4500.0,2015-04,AZ,14.33,675-679,1.0
66072,accepted,1985-13-06,4166.67,2015-11,MA,6.62,765-769,0.0
6976,accepted,1983-25-06,7500.0,2009-08,PA,16.35,665-669,1.0
22259,pending,1986-13-07,2500.0,2015-08,IL,12.68,690-694,
15470,accepted,1984-24-03,6750.0,2012-10,VA,15.20,675-679,1.0
84805,accepted,1981-28-03,5833.33,2006-06,CA,15.31,680-684,0.0
69014,accepted,1980-11-02,3333.33,2012-09,FL,11.14,700-704,0.0
26886,accepted,1994-22-04,12083.33,2013-07,NC,10.99,720-724,0.0
71550,accepted,1984-05-12,13750.0,2006-12,CT,19.05,735-739,0.0
8051,accepted,1996-21-07,8750.0,2015-02,FL,14.59,705-709,0.0
56595,accepted,1979-29-08,5000.0,2009-08,VA,6.03,750-754,0.0
48498,accepted,1985-13-03,4850.0,2013-08,MN,12.12,700-704,0.0
10737,accepted,1981-05-09,866.67,,CO,14.72,660-664,0.0
48798,accepted,1977-17-06,12500.0,2006-12,FL,6.62,770-774,0.0
94440,accepted,1975-06-12,6928.13,2006-09,WI,23.76,660-664,0.0
46421,accepted,1986-20-01,2250.0,2015-02,MA,12.12,715-719,0.0
90531,accepted,1991-28-10,3750.0,2010-02,SC,19.05,675-679,1.0
51302,accepted,1987-24-01,5833.33,2008-02,CA,6.62,740-744,0.0
28257,accepted,1993-11-11,3083.0,2013-05,CA,16.89,695-699,0.0
104101,accepted,1985-28-04,7500.0,2006-08,NH,6.54,725-729,0.0
12958,accepted,1986-07-03,3791.67,2006-07,FL,10.38,780-784,0.0
49872,accepted,1979-17-02,6666.67,2009-11,PA,8.90,705-709,0.0
26290,accepted,1990-12-07,1558.33,2013-05,NV,8.90,745-749,0.0
43703,accepted,1986-03-05,4833.33,2009-12,FL,14.27,735-739,0.0
32985,accepted,1986-13-04,7500.0,2009-09,IL,14.27,665-669,1.0
80200,accepted,1987-20-04,3500.0,2015-05,AL,13.11,670-674,0.0
22130,accepted,1986-26-12,3006.44,2006-04,KY,15.28,700-704,0.0
74163,accepted,1997-02-10,2817.5,2015-06,FL,17.27,670-674,1.0
35740,accepted,1988-10-05,10416.67,2011-11,NY,7.51,785-789,0.0
74713,accepted,1987-05-08,6250.0,2006-05,NY,12.12,705-709,0.0
52405,accepted,1974-14-08,4166.67,2006-05,CA,6.62,740-744,0.0
54513,accepted,1987-14-04,13100.0,2012-09,FL,7.90,745-749,0.0
10293,accepted,1996-13-01,3750.0,2015-11,CA,7.14,765-769,0.0
66880,accepted,1980-05-02,13166.67,2011-05,NY,13.11,680-684,1.0
96709,pending,1990-16-12,6166.67,2009-09,NY,13.11,695-699,
84273,accepted,1974-26-06,10250.0,2006-08,NY,18.75,695-699,0.0
6120,accepted,1982-24-10,6333.33,2012-07,CA,11.83,705-709,0.0
48166,accepted,1990-27-10,7500.0,2015-02,IL,13.67,730-734,0.0
67265,accepted,1991-30-06,1000.0,2015-12,LA,14.33,690-694,0.0
41102,accepted,1977-05-11,6583.33,2006-03,FL,6.03,770-774,0.0
47422,accepted,1991-14-01,4333.33,2010-03,CA,7.62,725-729,0.0
6039,accepted,1979-29-11,18750.0,2006-10,NY,12.53,725-729,0.0
62856,accepted,1983-17-09,5000.0,2006-10,IL,14.33,715-719,0.0
7020,accepted,1982-23-03,3083.33,2006-10,NY,15.33,670-674,0.0
92641,accepted,1989-20-09,3916.67,2010-09,PA,18.49,670-674,1.0
7953,accepted,1975-07-05,5416.67,2006-02,CA,14.59,690-694,0.0
101568,accepted,1992-14-04,1000.0,2015-07,FL,13.75,665-669,1.0
27693,accepted,1988-20-03,7500.0,2007-08,GA,5.42,780-784,0.0
70029,accepted,1985-29-07,4166.67,2014-05,OH,14.09,685-689,1.0
3492,accepted,1996-04-06,4166.67,2014-10,TX,9.32,780-784,0.0
45115,accepted,1988-16-02,1200.0,2012-06,NY,13.99,675-679,0.0
96928,accepted,1988-22-05,6666.67,2011-03,WA,11.14,670-674,1.0
51257,accepted,1993-13-07,3083.33,2013-10,VA,17.99,675-679,0.0
92820,accepted,1990-06-03,13666.67,2015-07,NY,16.29,735-739,0.0
17826,accepted,1991-16-03,6916.67,2013-03,FL,6.54,730-734,0.0
66186,accepted,1989-17-08,7500.0,2014-01,GA,7.90,720-724,0.0
73450,accepted,1985-30-08,5000.0,2014-09,PA,12.12,675-679,0.0
96780,accepted,1997-10-02,1666.67,2015-04,WA,15.80,675-679,0.0
62089,accepted,1986-09-06,4750.0,2015-10,WV,17.77,665-669,1.0
60963,accepted,1984-11-03,4166.67,2012-01,TX,15.31,670-674,0.0
8291,accepted,1993-17-03,5000.0,2013-04,FL,12.73,675-679,1.0
100221,accepted,1977-26-06,10416.67,2009-04,CT,19.72,685-689,1.0
22790,accepted,1987-15-05,18750.0,2006-02,NY,11.11,700-704,0.0
93403,pending,1988-31-03,7666.67,2009-03,NY,7.62,735-739,
7687,accepted,1987-21-07,3916.67,2015-10,MO,7.14,750-754,0.0
32146,accepted,1992-12-04,7916.67,2010-10,CA,19.91,670-674,1.0
311,accepted,1981-24-06,5100.0,2006-10,MA,8.07,760-764,0.0
38432,accepted,1984-02-05,4000.0,2010-02,MN,18.64,675-679,1.0
59266,accepted,1981-27-10,7083.33,2006-07,MD,8.90,730-734,0.0
75012,accepted,1985-28-01,5000.0,2006-10,NJ,12.12,705-709,0.0
4502,accepted,1990-20-11,5417.0,2015-03,FL,11.83,730-734,0.0
21574,accepted,1984-10-11,5833.33,2013-05,TX,19.74,660-664,0.0
93066,accepted,1987-29-07,7000.0,2013-03,CA,11.14,685-689,0.0
100114,accepted,1978-31-08,4333.33,2006-06,NM,14.33,710-714,0.0
92036,accepted,1985-04-12,8500.0,2010-11,MN,15.31,695-699,0.0
21190,accepted,1985-13-03,5416.67,2013-09,NY,7.66,740-744,0.0
30864,accepted,1984-18-02,5316.67,2009-09,VA,9.99,695-699,0.0
68722,accepted,1978-27-04,2833.33,2007-10,PA,8.90,760-764,0.0
57199,pending,1986-09-10,3500.0,2015-09,TX,12.12,680-684,
30560,accepted,1975-06-08,9000.0,2006-09,CA,10.59,720-724,0.0
3656,accepted,1988-25-10,2860.0,2015-05,UT,12.84,670-674,0.0
45245,accepted,1984-04-01,10416.67,2006-11,NY,7.90,710-714,0.0
45994,accepted,1980-11-11,4333.33,2012-05,FL,7.62,720-724,0.0
60625,accepted,1976-28-04,3333.33,2006-07,TX,12.12,685-689,0.0
33630,accepted,1983-07-08,1200.0,2015-07,NY,13.49,675-679,1.0
102314,accepted,1984-28-12,1930.75,2014-11,MD,12.61,675-679,0.0
2386,accepted,1985-18-07,4583.0,2012-09,TX,13.47,690-694,0.0
30138,accepted,1975-19-07,8917.0,2006-09,KS,15.23,730-734,0.0
28764,accepted,1986-04-08,3083.0,2014-09,NC,13.99,710-714,0.0
12007,accepted,1992-31-03,2700.0,2014-06,CA,13.61,695-699,0.0
9061,accepted,1988-06-01,2541.67,2008-12,NJ,14.22,680-684,0.0
79907,accepted,1981-18-11,3000.0,2013-07,NV,6.62,730-734,0.0
17217,accepted,1995-16-03,4333.33,2014-06,NY,16.32,700-704,0.0
3893,accepted,1995-21-08,3583.33,2015-08,MA,11.89,695-699,0.0
52929,accepted,1988-04-11,5833.33,2012-04,CA,10.74,700-704,0.0
10205,accepted,1986-30-10,2500.0,2014-05,AZ,13.11,740-744,0.0
13809,accepted,1984-21-12,6000.0,2006-02,CA,15.95,705-709,0.0
16035,accepted,1993-14-12,6700.0,2011-08,VA,5.79,765-769,0.0
43936,accepted,1984-24-12,7250.0,2006-02,CT,11.71,725-729,0.0
36217,accepted,1982-03-09,6250.0,2006-09,IL,11.71,755-759,0.0
91571,accepted,1980-26-10,4500.0,2006-05,NJ,12.12,700-704,0.0
16414,accepted,1980-16-03,5000.0,2006-05,CA,10.36,690-694,0.0
37386,accepted,1986-28-06,1700.0,2012-10,OH,18.25,660-664,1.0
96208,accepted,1979-03-04,6250.0,2006-08,GA,13.11,710-714,0.0
52255,accepted,1983-24-11,3583.33,2014-04,MA,7.90,720-724,0.0
33923,accepted,1993-03-02,3500.0,2013-07,PA,11.71,705-709,0.0
93139,accepted,1974-08-02,7500.0,2006-05,CT,12.12,665-669,0.0
60943,accepted,1979-14-09,2946.67,2010-01,MA,10.16,710-714,0.0
797,pending,1984-26-04,6666.67,2015-01,FL,8.32,750-754,
98156,accepted,1987-24-02,6250.0,2014-09,CA,13.11,695-699,0.0
61906,accepted,1985-22-01,4625.0,2010-01,NC,15.31,670-674,0.0
85861,accepted,1990-04-12,4166.67,2012-05,CA,12.12,710-714,0.0
98601,accepted,1988-02-12,2750.0,2010-11,FL,12.12,700-704,0.0
58433,accepted,1983-26-12,7500.0,2007-07,IL,7.62,765-769,0.0
40639,accepted,1990-01-08,10000.0,2011-11,FL,12.69,725-729,0.0
31995,accepted,1987-22-09,4583.33,2013-12,NC,10.99,700-704,0.0
60151,pending,1974-18-06,9583.33,2006-12,NY,10.16,765-769,
60695,accepted,1984-28-02,13333.33,2011-03,GA,18.75,665-669,0.0
88646,accepted,1988-19-04,7916.67,2008-02,PA,14.09,695-699,0.0
103384,accepted,1992-22-12,3800.0,2013-09,FL,13.48,710-714,0.0
87526,accepted,1986-19-10,9166.67,2015-01,CA,14.33,700-704,0.0
20799,pending,1985-13-01,5000.0,2015-11,CA,13.43,745-749,
24675,accepted,1987-27-05,7083.33,2009-04,NV,15.23,705-709,0.0
85918,pending,1987-09-05,7266.67,2014-03,NV,14.33,675-679,
25786,accepted,1988-31-10,10000.0,2006-03,IL,15.23,760-764,0.0
76078,accepted,1986-11-02,7500.0,2006-12,HI,22.95,685-689,1.0
6363,pending,1993-27-07,5000.0,2015-03,NY,12.18,740-744,
40971,accepted,1974-21-10,12916.67,2006-05,NJ,6.03,790-794,0.0
3755,pending,1993-07-12,5166.67,2015-01,CA,15.05,675-679,
12350,accepted,1988-19-02,8500.0,2011-05,MD,11.12,750-754,0.0
17,accepted,1990-16-12,666.67,2015-04,GA,7.75,760-764,0.0
79041,accepted,1994-01-07,3833.33,2012-06,CA,12.12,690-694,0.0
57986,accepted,1971-09-01,1666.67,,CA,17.27,670-674,0.0
40027,pending,1984-20-12,4583.33,2011-02,MN,12.69,710-714,
80804,accepted,1986-17-01,4000.0,2006-07,OH,22.47,660-664,0.0
62160,accepted,1992-20-04,2750.0,2012-02,NY,17.27,660-664,0.0
39128,pending,1981-15-10,7083.0,2006-11,NC,12.69,665-669,
22200,accepted,1986-13-03,3600.0,2006-06,NY,7.66,725-729,0.0
68824,pending,1982-29-10,3333.33,2014-02,OH,16.29,695-699,
21164,accepted,1994-02-04,2916.67,2014-09,KY,18.25,685-689,0.0
67672,accepted,1978-01-05,6916.67,2009-09,CA,7.90,755-759,0.0
42953,accepted,1979-31-12,5166.67,2006-10,VA,15.96,680-684,0.0
18017,accepted,1989-02-02,4000.0,2013-12,KS,20.77,670-674,0.0
17955,accepted,1984-15-05,10000.0,2006-01,MA,16.32,695-699,0.0
1034,accepted,1986-25-04,2600.0,2008-09,NJ,8.63,730-734,0.0
62763,accepted,1994-11-12,4333.33,2013-08,SC,6.62,760-764,0.0
65518,accepted,1988-20-12,12500.0,2006-12,NJ,21.49,705-709,0.0
39131,accepted,1975-27-08,7083.33,2006-03,CA,12.42,685-689,1.0
54010,pending,1983-05-07,2083.33,2007-01,LA,10.74,720-724,
66459,accepted,1981-05-07,3333.33,2012-01,OH,14.33,675-679,1.0
9839,accepted,1985-07-05,19583.0,2012-09,GA,7.88,790-794,0.0
56271,accepted,1986-20-06,3166.67,2013-04,NY,12.12,720-724,0.0
13609,accepted,1984-31-01,3500.0,2015-10,MD,13.23,735-739,0.0
51025,accepted,1991-18-12,8750.0,2011-08,CA,12.12,790-794,0.0
80125,accepted,1980-15-02,7083.33,2012-07,NJ,12.12,685-689,0.0
104069,accepted,1974-03-07,2250.0,2006-11,TX,14.09,680-684,0.0
9162,accepted,1980-13-03,4738.67,2011-02,OH,7.88,745-749,0.0
93455,accepted,1979-07-11,8750.0,2006-04,GA,11.14,690-694,1.0
102308,accepted,1993-26-04,2500.0,2013-08,IL,11.97,685-689,0.0
86201,accepted,1988-03-01,14166.67,2013-09,NY,13.11,695-699,0.0
72515,accepted,1977-19-11,9166.67,2006-09,FL,16.29,695-699,0.0
23214,accepted,1983-11-06,4000.0,2015-03,FL,10.00,735-739,0.0
86134,accepted,1988-05-06,2583.33,2009-10,GA,8.90,715-719,0.0
70024,accepted,1981-19-08,4166.67,2007-10,MO,20.49,660-664,0.0
31014,accepted,1983-29-07,6294.25,2013-07,MA,16.49,680-684,0.0
89438,pending,1987-16-09,13333.33,2013-04,IL,19.72,690-694,
80444,accepted,1993-22-01,3166.67,2013-03,FL,15.80,675-679,0.0
34262,accepted,1989-19-06,5300.0,2011-07,PA,15.96,695-699,0.0
79308,accepted,1980-23-07,6666.67,2009-08,CA,12.12,705-709,0.0
3162,accepted,1979-26-03,4166.67,2006-01,CA,11.89,695-699,0.0
42828,pending,1992-31-10,5750.0,2010-12,CA,8.90,725-729,
72220,accepted,1987-25-02,8333.33,2006-09,OR,23.28,675-679,0.0
51394,accepted,1995-12-08,13166.67,2014-03,NY,6.62,735-739,0.0
69651,accepted,1984-24-09,9166.67,2011-10,AK,24.70,675-679,1.0
54274,accepted,1994-13-10,4166.67,,NJ,12.12,705-709,0.0
37228,accepted,1994-17-04,20000.0,2014-04,GA,20.30,695-699,0.0
2178,accepted,1997-28-04,5250.0,2015-10,CA,14.74,675-679,0.0
76450,accepted,1978-27-10,7666.67,2006-04,CA,15.31,695-699,0.0
37585,accepted,1988-17-11,4583.33,2008-03,NJ,14.65,730-734,0.0
73523,accepted,1984-08-07,8000.0,2013-01,CA,14.33,685-689,1.0
103275,accepted,1996-03-02,1700.0,2015-10,PA,14.96,670-674,0.0
45094,accepted,1992-01-01,5129.0,2011-12,CA,17.99,660-664,0.0
18688,accepted,1979-02-08,10333.33,2011-12,PA,10.36,690-694,0.0
27095,accepted,1985-27-06,2583.33,2006-02,OH,5.42,785-789,0.0
14887,accepted,1989-06-09,11666.67,2012-03,AZ,7.88,785-789,0.0
74945,accepted,1984-26-06,6000.0,2009-03,MA,15.31,690-694,0.0
48854,accepted,1985-27-05,6666.67,2006-01,AK,21.48,695-699,0.0
82729,accepted,1981-13-03,8054.5,2006-06,CA,10.16,710-714,0.0
89068,accepted,1993-25-03,3333.33,,MA,15.31,665-669,0.0
31343,accepted,1988-16-01,6666.67,2013-11,AL,5.99,765-769,0.0
11258,accepted,1981-23-08,6833.0,2009-01,WI,14.72,670-674,1.0
32181,accepted,1982-23-09,5500.0,2012-02,CA,11.71,720-724,0.0
62270,accepted,1990-29-03,4958.33,2014-11,UT,13.11,710-714,0.0
29653,accepted,1982-13-12,4666.67,2006-04,NC,11.99,745-749,0.0
57430,accepted,1988-09-11,4666.67,2006-06,AZ,19.22,675-679,1.0
840,accepted,1986-23-05,15000.0,2014-12,CA,11.97,680-684,0.0
1439,pending,1988-30-03,3750.0,2006-10,FL,12.41,720-724,
74632,accepted,1990-12-03,3208.33,2015-07,CA,12.12,680-684,0.0
30753,accepted,1992-13-06,5000.0,2012-05,MO,12.99,690-694,1.0
79198,accepted,1981-13-02,5416.67,2006-11,WA,12.12,685-689,0.0
48489,accepted,1988-15-10,11250.0,2010-10,CA,24.33,670-674,0.0
98141,accepted,1979-03-10,2500.0,2009-04,CO,17.77,680-684,1.0
103353,accepted,1983-23-03,5916.67,2015-11,NJ,10.25,730-734,0.0
37906,accepted,1996-10-02,3746.58,2014-12,KS,11.71,695-699,0.0
3178,accepted,1984-05-02,3041.67,2015-09,CA,13.16,700-704,0.0
33208,accepted,1979-28-01,3416.67,2006-03,OR,7.90,760-764,0.0
32809,accepted,1988-09-09,7916.67,2015-01,TX,9.91,720-724,0.0
80071,accepted,1987-15-12,5000.0,2015-09,CA,19.05,665-669,0.0
22637,accepted,1979-21-03,3458.0,2006-07,MD,14.17,680-684,0.0
103450,accepted,1982-10-07,4166.67,2014-09,MI,13.11,700-704,0.0
91807,accepted,1980-30-04,6250.0,2012-11,IN,11.14,735-739,0.0
34367,accepted,1982-09-06,5416.67,2012-08,NY,11.71,705-709,0.0
33046,accepted,1978-19-07,3500.0,2006-12,PA,6.03,780-784,0.0
79981,accepted,1982-07-09,5416.67,2012-07,NY,12.12,690-694,1.0
63703,pending,1988-17-10,4300.0,,CA,23.28,660-664,
86783,accepted,1992-06-10,7666.67,2013-01,CA,18.49,715-719,0.0
90684,accepted,1976-27-11,9000.0,2007-06,CA,15.31,660-664,1.0
1316,accepted,1984-02-09,7083.33,2006-04,MD,11.59,680-684,1.0
54430,accepted,1986-01-01,6333.33,2012-10,FL,12.12,680-684,0.0
4691,accepted,1987-09-06,5292.0,2006-05,GA,12.18,715-719,0.0
8716,accepted,1989-09-08,5833.33,2014-09,TX,17.56,680-684,1.0
88420,accepted,1991-07-11,13125.0,2010-03,MA,19.05,670-674,1.0
73164,accepted,1983-13-11,3000.0,2013-11,CA,8.90,715-719,0.0
59593,accepted,1991-21-04,3466.67,2009-07,IL,13.11,680-684,1.0
12157,accepted,1993-13-11,5683.0,2013-07,FL,13.23,730-734,0.0
57551,accepted,1993-11-12,4583.33,2015-07,NY,7.90,760-764,0.0
2768,accepted,1976-21-07,6000.0,2007-09,OH,11.89,745-749,0.0
34282,accepted,1981-30-07,5833.33,2009-11,CA,18.64,720-724,0.0
55478,accepted,1982-29-09,7083.33,2006-06,NJ,20.50,705-709,0.0
