longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-117.95,33.92,32.0,1661.0,312.0,1201.0,302.0,4.0,<1H OCEAN
-117.94,33.92,32.0,1053.0,207.0,1038.0,222.0,4.6696,<1H OCEAN
-117.91,33.94,15.0,5799.0,842.0,2314.0,787.0,6.3433,<1H OCEAN
-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173,<1H OCEAN
-117.89,33.92,17.0,2936.0,555.0,1381.0,535.0,5.4617,<1H OCEAN
-117.91,33.91,24.0,2249.0,379.0,1015.0,385.0,4.9766,<1H OCEAN
-117.89,33.92,14.0,1562.0,373.0,609.0,328.0,2.3935,<1H OCEAN
-117.89,33.9,23.0,1533.0,226.0,693.0,230.0,7.898,<1H OCEAN
-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,<1H OCEAN
-117.93,33.9,30.0,2629.0,331.0,956.0,319.0,9.9071,<1H OCEAN
-117.94,33.88,35.0,2159.0,343.0,833.0,335.0,5.3738,<1H OCEAN
-117.94,33.9,27.0,2029.0,242.0,711.0,254.0,9.7956,<1H OCEAN
-117.98,33.87,25.0,2037.0,515.0,1435.0,496.0,3.3199,<1H OCEAN
-117.96,33.87,35.0,1972.0,367.0,1152.0,356.0,3.7222,<1H OCEAN
-117.93,33.86,36.0,1672.0,318.0,1173.0,337.0,4.5774,<1H OCEAN
-117.92,33.88,52.0,1270.0,276.0,609.0,211.0,3.75,<1H OCEAN
-117.91,33.89,30.0,1631.0,212.0,523.0,216.0,7.875,<1H OCEAN
-117.91,33.87,52.0,2031.0,506.0,1191.0,463.0,2.9076,<1H OCEAN
-117.93,33.87,45.0,1006.0,230.0,1237.0,237.0,3.3472,<1H OCEAN
-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732,<1H OCEAN
-117.92,33.87,33.0,1597.0,,1888.0,423.0,3.055,<1H OCEAN
-117.86,33.91,16.0,2889.0,423.0,1227.0,401.0,6.4514,<1H OCEAN
-117.86,33.89,24.0,2002.0,253.0,820.0,241.0,6.9612,<1H OCEAN
-117.85,33.87,15.0,5078.0,806.0,2569.0,759.0,5.6549,<1H OCEAN
-117.88,33.87,21.0,1519.0,388.0,1203.0,366.0,3.2083,<1H OCEAN
-117.87,33.86,28.0,2292.0,531.0,2197.0,509.0,3.4856,<1H OCEAN
-117.81,33.88,19.0,2968.0,503.0,1430.0,459.0,5.3339,<1H OCEAN
-117.82,33.89,21.0,3079.0,509.0,1431.0,480.0,4.0714,<1H OCEAN
-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064,<1H OCEAN
-117.83,33.9,23.0,2446.0,360.0,1196.0,359.0,6.5755,<1H OCEAN
-117.88,33.92,13.0,3292.0,727.0,1565.0,698.0,5.457,<1H OCEAN
-117.87,33.92,17.0,4575.0,764.0,2054.0,737.0,6.0571,<1H OCEAN
-117.8,33.9,22.0,3760.0,482.0,1485.0,461.0,7.8537,<1H OCEAN
-117.78,33.89,7.0,9729.0,1210.0,4160.0,1214.0,8.9088,<1H OCEAN
-117.8,33.85,23.0,3038.0,470.0,1568.0,438.0,5.6403,<1H OCEAN
-117.81,33.84,17.0,4343.0,515.0,1605.0,484.0,10.5981,<1H OCEAN
-117.79,33.84,9.0,10484.0,1603.0,4005.0,1419.0,8.3931,<1H OCEAN
-117.76,33.87,16.0,3182.0,429.0,1663.0,428.0,7.0592,<1H OCEAN
-117.77,33.85,13.0,5415.0,827.0,2061.0,714.0,7.3681,<1H OCEAN
-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10.1316,<1H OCEAN
-117.74,33.85,4.0,5416.0,820.0,1753.0,583.0,6.9544,<1H OCEAN
-117.81,33.8,25.0,2765.0,475.0,1666.0,474.0,6.0531,<1H OCEAN
-117.66,33.61,16.0,2022.0,254.0,789.0,270.0,8.4112,<1H OCEAN
-117.66,33.62,16.0,4065.0,661.0,1962.0,636.0,6.2177,<1H OCEAN
-117.67,33.61,23.0,3588.0,577.0,1695.0,569.0,6.1401,<1H OCEAN
-117.62,33.77,43.0,1911.0,439.0,930.0,433.0,4.6369,<1H OCEAN
-117.66,33.59,18.0,4552.0,706.0,1918.0,671.0,7.5791,<1H OCEAN
-117.67,33.6,20.0,1213.0,171.0,565.0,170.0,7.2592,<1H OCEAN
-117.68,33.61,19.0,2962.0,405.0,1295.0,440.0,6.0689,<1H OCEAN
-117.68,33.6,19.0,3913.0,460.0,1646.0,454.0,7.2147,<1H OCEAN
-117.67,33.64,11.0,2722.0,554.0,1565.0,508.0,5.1645,<1H OCEAN
-117.65,33.65,15.0,4713.0,671.0,2197.0,673.0,7.5426,<1H OCEAN
-117.66,33.62,16.0,5175.0,799.0,2717.0,813.0,6.1493,<1H OCEAN
-117.64,33.61,14.0,5232.0,810.0,3041.0,839.0,5.826,<1H OCEAN
-117.66,33.58,6.0,4186.0,,1794.0,541.0,9.6986,<1H OCEAN
-117.65,33.57,5.0,1998.0,500.0,1185.0,446.0,4.3542,<1H OCEAN
-117.64,33.51,14.0,1343.0,175.0,650.0,184.0,7.2648,<1H OCEAN
-117.55,33.52,15.0,426.0,62.0,133.0,45.0,5.136,<1H OCEAN
-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,<1H OCEAN
-117.64,33.66,6.0,5221.0,1217.0,2597.0,1119.0,4.6076,<1H OCEAN
-117.63,33.46,7.0,7684.0,1088.0,2812.0,1057.0,6.3401,NEAR OCEAN
-117.64,33.45,27.0,334.0,56.0,130.0,46.0,4.875,NEAR OCEAN
-117.6,33.45,4.0,2369.0,566.0,996.0,435.0,5.4031,NEAR OCEAN
-117.61,33.43,24.0,2303.0,399.0,851.0,379.0,3.9875,NEAR OCEAN
-117.59,33.43,14.0,3223.0,484.0,1230.0,488.0,6.5964,NEAR OCEAN
-117.67,33.44,25.0,2994.0,519.0,903.0,410.0,6.6852,<1H OCEAN
-117.66,33.46,26.0,2073.0,370.0,952.0,340.0,5.0877,<1H OCEAN
-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,<1H OCEAN
-117.64,33.48,12.0,2007.0,397.0,1033.0,373.0,5.6754,<1H OCEAN
-117.73,33.53,3.0,6388.0,920.0,2129.0,819.0,7.8915,<1H OCEAN
-117.69,33.6,17.0,2150.0,361.0,1194.0,335.0,5.4622,<1H OCEAN
-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,<1H OCEAN
-117.69,33.6,16.0,2205.0,393.0,1333.0,402.0,3.475,<1H OCEAN
-117.67,33.49,15.0,2782.0,579.0,983.0,525.0,2.1935,<1H OCEAN
-117.67,33.49,10.0,366.0,61.0,128.0,61.0,8.163,<1H OCEAN
-117.68,33.51,19.0,2930.0,428.0,1481.0,430.0,6.323,<1H OCEAN
-117.69,33.48,25.0,3240.0,481.0,1462.0,497.0,6.1815,<1H OCEAN
-117.69,33.47,13.0,2020.0,378.0,679.0,290.0,5.756,<1H OCEAN
-117.66,33.5,16.0,1956.0,346.0,862.0,326.0,4.4732,<1H OCEAN
-117.7,33.47,21.0,1857.0,399.0,881.0,380.0,3.8403,<1H OCEAN
-117.68,33.55,5.0,2262.0,427.0,1016.0,402.0,6.065,<1H OCEAN
-117.69,33.54,20.0,1767.0,280.0,801.0,284.0,6.5394,<1H OCEAN
-117.69,33.52,3.0,7374.0,1444.0,3214.0,1279.0,4.538,<1H OCEAN
-117.71,33.51,12.0,4676.0,698.0,1543.0,598.0,6.379,<1H OCEAN
-117.69,33.55,4.0,1764.0,220.0,705.0,224.0,8.3275,<1H OCEAN
-117.7,33.55,12.0,2459.0,390.0,1054.0,391.0,7.1736,<1H OCEAN
-117.7,33.56,3.0,2443.0,637.0,1033.0,548.0,4.1379,<1H OCEAN
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125,<1H OCEAN
-117.68,33.51,4.0,2428.0,401.0,959.0,386.0,6.2661,<1H OCEAN
-117.71,33.47,17.0,2681.0,454.0,830.0,410.0,5.5507,<1H OCEAN
-117.77,33.7,3.0,3636.0,749.0,1486.0,696.0,5.5464,<1H OCEAN
-117.71,33.64,14.0,2945.0,356.0,1293.0,335.0,8.111,<1H OCEAN
-117.71,33.63,16.0,1641.0,354.0,945.0,318.0,3.4261,<1H OCEAN
-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,<1H OCEAN
-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,<1H OCEAN
-117.81,33.73,17.0,1063.0,189.0,363.0,183.0,2.1719,<1H OCEAN
-117.81,33.71,16.0,2666.0,387.0,1227.0,347.0,7.3769,<1H OCEAN
-117.78,33.69,16.0,3400.0,501.0,1575.0,488.0,6.0961,<1H OCEAN
-117.79,33.69,16.0,1532.0,240.0,679.0,248.0,5.7115,<1H OCEAN
-117.8,33.69,14.0,1800.0,362.0,874.0,373.0,4.2083,<1H OCEAN
-117.81,33.67,8.0,2440.0,502.0,1113.0,483.0,4.6019,<1H OCEAN
-117.81,33.68,8.0,1964.0,413.0,913.0,406.0,5.1583,<1H OCEAN
-117.79,33.68,9.0,1633.0,295.0,928.0,297.0,5.7858,<1H OCEAN
-117.82,33.67,17.0,2895.0,439.0,1588.0,450.0,6.276,<1H OCEAN
-117.77,33.72,10.0,2815.0,431.0,1181.0,398.0,6.5743,<1H OCEAN
-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,<1H OCEAN
-117.78,33.7,16.0,1663.0,250.0,597.0,204.0,5.409,<1H OCEAN
-117.79,33.7,16.0,6259.0,1098.0,3785.0,1114.0,6.3298,<1H OCEAN
-117.79,33.71,16.0,3114.0,463.0,1641.0,469.0,6.2162,<1H OCEAN
-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7.1069,<1H OCEAN
-117.79,33.55,39.0,5066.0,1292.0,1915.0,1117.0,3.821,<1H OCEAN
-117.73,33.57,5.0,11976.0,2495.0,4327.0,2009.0,4.8488,<1H OCEAN
-117.83,33.66,16.0,1574.0,385.0,515.0,363.0,5.3423,<1H OCEAN
-117.84,33.64,11.0,6840.0,1689.0,6083.0,1629.0,2.4132,<1H OCEAN
-117.87,33.61,25.0,2267.0,359.0,866.0,348.0,7.79,<1H OCEAN
-117.86,33.61,15.0,3191.0,482.0,930.0,447.0,8.6001,<1H OCEAN
-117.88,33.55,27.0,2278.0,316.0,772.0,304.0,10.1275,<1H OCEAN
-117.84,33.6,21.0,4281.0,582.0,1443.0,576.0,9.0519,<1H OCEAN
-117.77,33.54,47.0,3090.0,652.0,1105.0,582.0,4.1699,<1H OCEAN
-117.77,33.53,46.0,1033.0,223.0,462.0,224.0,3.2708,<1H OCEAN
-117.71,33.61,25.0,3004.0,718.0,891.0,626.0,2.395,<1H OCEAN
-117.74,33.61,16.0,2753.0,576.0,857.0,546.0,3.7422,<1H OCEAN
-117.73,33.61,17.0,2612.0,582.0,832.0,564.0,2.6759,<1H OCEAN
-117.7,33.61,16.0,2371.0,725.0,1738.0,686.0,3.6484,<1H OCEAN
-117.7,33.6,26.0,2283.0,506.0,634.0,469.0,2.3774,<1H OCEAN
-117.71,33.6,8.0,3329.0,753.0,1312.0,629.0,3.5521,<1H OCEAN
-117.84,33.66,5.0,665.0,171.0,384.0,171.0,4.5833,<1H OCEAN
-117.83,33.65,9.0,638.0,266.0,426.0,234.0,3.7875,<1H OCEAN
-117.8,33.63,15.0,3236.0,451.0,1289.0,416.0,11.1121,<1H OCEAN
-117.81,33.64,4.0,1741.0,225.0,811.0,233.0,12.3411,<1H OCEAN
-117.88,33.6,31.0,5488.0,1055.0,1938.0,964.0,8.8742,<1H OCEAN
-117.87,33.6,20.0,3212.0,572.0,1064.0,526.0,6.6155,<1H OCEAN
-117.87,33.6,33.0,3120.0,602.0,1155.0,553.0,5.2949,<1H OCEAN
-117.9,33.61,41.0,1521.0,328.0,527.0,275.0,4.0764,<1H OCEAN
-117.91,33.61,38.0,1232.0,178.0,410.0,171.0,11.075,<1H OCEAN
-117.89,33.6,40.0,1639.0,352.0,498.0,278.0,5.6336,<1H OCEAN
-117.9,33.61,44.0,1469.0,312.0,507.0,266.0,3.4937,<1H OCEAN
-117.87,33.62,15.0,2209.0,275.0,735.0,274.0,15.0001,<1H OCEAN
-117.88,33.65,24.0,4879.0,756.0,1777.0,754.0,5.9055,<1H OCEAN
-117.9,33.63,32.0,3556.0,521.0,1381.0,537.0,6.1426,<1H OCEAN
-117.9,33.63,28.0,2370.0,352.0,832.0,347.0,7.1148,<1H OCEAN
-117.9,33.65,27.0,3310.0,598.0,1402.0,563.0,6.632,<1H OCEAN
-117.9,33.65,28.0,2043.0,430.0,1108.0,452.0,5.2549,<1H OCEAN
-117.91,33.65,24.0,885.0,321.0,590.0,254.0,2.625,<1H OCEAN
-117.9,33.65,30.0,1634.0,373.0,771.0,364.0,3.4125,<1H OCEAN
-117.9,33.64,36.0,2017.0,357.0,850.0,348.0,5.0532,<1H OCEAN
-117.92,33.63,24.0,1562.0,441.0,696.0,347.0,3.5161,<1H OCEAN
-117.91,33.63,32.0,1122.0,233.0,557.0,223.0,3.5388,<1H OCEAN
-117.92,33.62,37.0,2038.0,379.0,837.0,381.0,5.2416,<1H OCEAN
-117.91,33.61,27.0,1797.0,343.0,435.0,203.0,5.9196,<1H OCEAN
-117.91,33.62,32.0,1997.0,427.0,944.0,426.0,4.4063,<1H OCEAN
-117.91,33.62,35.0,2426.0,359.0,937.0,387.0,9.2175,<1H OCEAN
-117.93,33.62,34.0,2125.0,498.0,1052.0,468.0,5.6315,<1H OCEAN
-117.93,33.65,35.0,2133.0,413.0,1473.0,402.0,4.4211,<1H OCEAN
-117.93,33.64,31.0,1291.0,356.0,1252.0,373.0,2.7143,<1H OCEAN
-117.93,33.64,15.0,1707.0,514.0,1335.0,434.0,2.7543,<1H OCEAN
-117.92,33.64,5.0,949.0,287.0,497.0,244.0,2.75,<1H OCEAN
-117.93,33.65,29.0,1253.0,375.0,1198.0,362.0,3.5179,<1H OCEAN
-117.92,33.65,25.0,1679.0,470.0,1314.0,473.0,4.1026,<1H OCEAN
-117.93,33.65,27.0,1283.0,406.0,1063.0,376.0,2.75,<1H OCEAN
-117.94,33.65,15.0,2016.0,443.0,1015.0,419.0,5.2732,<1H OCEAN
-117.93,33.65,34.0,2141.0,425.0,1559.0,429.0,4.2036,<1H OCEAN
-117.92,33.68,25.0,2017.0,454.0,1024.0,428.0,4.4732,<1H OCEAN
-117.93,33.65,26.0,5831.0,1546.0,4738.0,1477.0,3.1483,<1H OCEAN
-117.87,33.71,16.0,3397.0,686.0,1924.0,621.0,4.9148,<1H OCEAN
-117.88,33.71,27.0,1596.0,297.0,1703.0,289.0,4.1,<1H OCEAN
-117.88,33.71,30.0,1739.0,359.0,1914.0,369.0,3.5551,<1H OCEAN
-117.88,33.7,16.0,1505.0,358.0,835.0,339.0,3.8029,<1H OCEAN
-117.89,33.72,25.0,4343.0,847.0,3872.0,850.0,4.65,<1H OCEAN
-117.9,33.71,16.0,1917.0,317.0,1324.0,351.0,6.2488,<1H OCEAN
-117.89,33.71,16.0,1591.0,225.0,926.0,239.0,6.2452,<1H OCEAN
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,<1H OCEAN
-117.86,33.72,31.0,1194.0,297.0,1602.0,306.0,2.3333,<1H OCEAN
-117.86,33.73,30.0,2651.0,572.0,3249.0,552.0,3.7202,<1H OCEAN
-117.87,33.73,45.0,2264.0,,1970.0,499.0,3.4193,<1H OCEAN
-117.9,33.73,30.0,746.0,172.0,1048.0,163.0,4.1,<1H OCEAN
-117.88,33.73,33.0,2291.0,594.0,3232.0,589.0,3.2037,<1H OCEAN
-117.88,33.73,36.0,2471.0,498.0,2594.0,475.0,3.75,<1H OCEAN
-117.9,33.75,28.0,1346.0,291.0,1575.0,278.0,3.425,<1H OCEAN
-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,<1H OCEAN
-117.86,33.75,13.0,1632.0,598.0,3356.0,659.0,1.5054,<1H OCEAN
-117.89,33.76,36.0,2656.0,572.0,2370.0,571.0,3.8056,<1H OCEAN
-117.89,33.75,34.0,2753.0,654.0,3117.0,631.0,3.1713,<1H OCEAN
-117.89,33.77,32.0,2342.0,570.0,1445.0,453.0,4.1951,<1H OCEAN
-117.87,33.76,37.0,4943.0,851.0,2164.0,788.0,4.1071,<1H OCEAN
-117.84,33.76,14.0,1458.0,423.0,615.0,365.0,4.2798,<1H OCEAN
-117.84,33.76,16.0,238.0,51.0,93.0,50.0,5.375,<1H OCEAN
-117.85,33.77,23.0,5928.0,1204.0,3570.0,1150.0,4.0398,<1H OCEAN
-117.83,33.74,23.0,6114.0,1623.0,4088.0,1521.0,3.0382,<1H OCEAN
-117.83,33.73,20.0,5768.0,1597.0,4853.0,1465.0,3.5387,<1H OCEAN
-117.79,33.77,23.0,3596.0,451.0,1292.0,458.0,8.5403,<1H OCEAN
-117.78,33.78,6.0,9792.0,1283.0,3744.0,1179.0,10.1714,<1H OCEAN
-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,<1H OCEAN
-117.81,33.76,32.0,2053.0,339.0,835.0,323.0,5.5654,<1H OCEAN
-117.83,33.83,23.0,2775.0,547.0,1226.0,510.0,3.6707,<1H OCEAN
-117.83,33.8,30.0,4713.0,758.0,2271.0,730.0,5.8622,<1H OCEAN
-117.84,33.78,26.0,2577.0,434.0,1086.0,432.0,4.6125,<1H OCEAN
-117.81,33.78,27.0,3589.0,507.0,1484.0,495.0,5.7934,<1H OCEAN
-117.81,33.82,22.0,2898.0,335.0,1057.0,324.0,10.8111,<1H OCEAN
-117.82,33.81,25.0,2662.0,402.0,1247.0,401.0,5.4395,<1H OCEAN
-117.83,33.81,28.0,1972.0,315.0,970.0,326.0,5.4298,<1H OCEAN
-117.82,33.81,30.0,2260.0,345.0,1182.0,341.0,6.0705,<1H OCEAN
-117.85,33.79,52.0,1963.0,430.0,1197.0,415.0,3.8929,<1H OCEAN
-117.86,33.79,34.0,1883.0,408.0,1227.0,424.0,3.8929,<1H OCEAN
-117.87,33.78,19.0,2813.0,567.0,1334.0,596.0,4.7208,<1H OCEAN
-117.86,33.8,35.0,1683.0,347.0,1242.0,335.0,3.5172,<1H OCEAN
-117.87,33.79,25.0,2546.0,545.0,1543.0,521.0,4.192,<1H OCEAN
-117.86,33.83,23.0,2377.0,403.0,1101.0,408.0,5.3439,<1H OCEAN
-117.9,33.83,33.0,3065.0,611.0,2204.0,606.0,3.8456,<1H OCEAN
-117.89,33.82,24.0,1268.0,210.0,700.0,224.0,5.0605,<1H OCEAN
-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772,<1H OCEAN
-117.88,33.85,34.0,1127.0,185.0,588.0,181.0,4.375,<1H OCEAN
-117.87,33.84,17.0,2395.0,410.0,1224.0,399.0,5.1182,<1H OCEAN
-117.92,33.85,44.0,1231.0,258.0,682.0,244.0,3.2344,<1H OCEAN
-117.97,33.85,45.0,818.0,147.0,546.0,152.0,5.1057,<1H OCEAN
-118.0,33.83,26.0,1718.0,385.0,1022.0,368.0,3.9333,<1H OCEAN
-117.92,33.82,36.0,2360.0,405.0,1479.0,386.0,4.3583,<1H OCEAN
-117.93,33.82,28.0,2444.0,555.0,1848.0,567.0,3.0179,<1H OCEAN
-117.9,33.83,23.0,2459.0,689.0,2720.0,598.0,2.8072,<1H OCEAN
-117.91,33.83,9.0,1160.0,368.0,735.0,325.0,1.119,<1H OCEAN
-117.92,33.83,36.0,1072.0,193.0,639.0,196.0,5.0275,<1H OCEAN
-117.91,33.83,32.0,1855.0,527.0,2568.0,504.0,2.5509,<1H OCEAN
-117.91,33.82,29.0,1444.0,326.0,1038.0,271.0,2.3843,<1H OCEAN
-117.93,33.81,18.0,3291.0,587.0,1640.0,563.0,4.8981,<1H OCEAN
-117.92,33.8,17.0,1317.0,256.0,679.0,272.0,4.6696,<1H OCEAN
-117.9,33.8,23.0,1368.0,397.0,1940.0,358.0,3.0789,<1H OCEAN
-117.94,33.81,24.0,4602.0,1131.0,3003.0,1014.0,3.6771,<1H OCEAN
-117.93,33.8,29.0,1672.0,267.0,891.0,281.0,4.8611,<1H OCEAN
-117.95,33.82,35.0,1117.0,181.0,496.0,168.0,4.3269,<1H OCEAN
-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,<1H OCEAN
-117.96,33.82,19.0,1199.0,251.0,730.0,276.0,3.6422,<1H OCEAN
-117.95,33.81,33.0,1724.0,291.0,943.0,285.0,5.118,<1H OCEAN
-118.01,33.81,25.0,1831.0,345.0,809.0,339.0,4.5179,<1H OCEAN
-118.0,33.81,13.0,2782.0,605.0,1749.0,628.0,4.1276,<1H OCEAN
-117.99,33.81,46.0,38.0,8.0,66.0,14.0,4.1667,<1H OCEAN
-117.97,33.81,30.0,2406.0,462.0,1753.0,456.0,4.485,<1H OCEAN
-117.99,33.79,29.0,2470.0,560.0,1589.0,513.0,3.1801,<1H OCEAN
-117.97,33.79,33.0,3268.0,641.0,1704.0,591.0,3.6849,<1H OCEAN
-117.99,33.78,15.0,4273.0,993.0,2300.0,946.0,3.5313,<1H OCEAN
-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,<1H OCEAN
-117.97,33.79,34.0,2456.0,410.0,1289.0,442.0,4.1818,<1H OCEAN
-117.96,33.79,36.0,2398.0,403.0,1261.0,402.0,5.2816,<1H OCEAN
-117.96,33.8,35.0,1493.0,267.0,811.0,272.0,5.244,<1H OCEAN
-117.96,33.78,35.0,1330.0,201.0,658.0,217.0,6.37,<1H OCEAN
-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,<1H OCEAN
-117.94,33.79,24.0,4179.0,784.0,1902.0,733.0,4.7986,<1H OCEAN
-117.91,33.78,26.0,4297.0,1037.0,3596.0,967.0,3.045,<1H OCEAN
-117.95,33.78,9.0,3553.0,1035.0,2017.0,986.0,2.9726,<1H OCEAN
-117.97,33.77,25.0,1295.0,417.0,856.0,342.0,2.7157,<1H OCEAN
-117.97,33.76,18.0,1862.0,399.0,1301.0,369.0,3.1771,<1H OCEAN
-117.94,33.76,27.0,2512.0,506.0,1861.0,511.0,4.2386,<1H OCEAN
-117.96,33.75,25.0,1323.0,208.0,852.0,229.0,4.6167,<1H OCEAN
-117.95,33.75,24.0,2027.0,358.0,1405.0,341.0,5.1416,<1H OCEAN
-117.97,33.75,32.0,1564.0,270.0,973.0,290.0,3.75,<1H OCEAN
-117.92,33.75,8.0,2325.0,598.0,1511.0,565.0,3.3629,<1H OCEAN
-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635,<1H OCEAN
-117.93,33.74,15.0,1206.0,282.0,677.0,270.0,3.9219,<1H OCEAN
-117.95,33.74,21.0,3576.0,554.0,1846.0,538.0,5.9838,<1H OCEAN
-117.96,33.68,26.0,1374.0,234.0,731.0,244.0,6.0905,<1H OCEAN
-117.95,33.68,19.0,1028.0,191.0,340.0,159.0,3.6364,<1H OCEAN
-117.95,33.66,22.0,2785.0,441.0,1086.0,392.0,7.3719,<1H OCEAN
-117.97,33.73,27.0,2097.0,325.0,1217.0,331.0,5.7121,<1H OCEAN
-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,<1H OCEAN
-117.95,33.72,21.0,3107.0,483.0,1688.0,503.0,5.9582,<1H OCEAN
-117.95,33.71,16.0,6058.0,1715.0,3285.0,1495.0,3.4133,<1H OCEAN
-117.94,33.71,18.0,3695.0,602.0,1779.0,572.0,5.9449,<1H OCEAN
-117.98,33.69,22.0,3957.0,520.0,1774.0,527.0,7.0907,<1H OCEAN
-117.98,33.7,16.0,5127.0,631.0,2142.0,596.0,7.8195,<1H OCEAN
-117.96,33.7,23.0,2622.0,445.0,1103.0,407.0,4.725,<1H OCEAN
-117.96,33.69,17.0,2500.0,343.0,1242.0,368.0,7.7313,<1H OCEAN
-117.99,33.69,17.0,3386.0,729.0,1715.0,666.0,3.7479,<1H OCEAN
-117.98,33.69,16.0,2437.0,438.0,986.0,422.0,5.7117,<1H OCEAN
-117.98,33.61,17.0,2054.0,291.0,836.0,288.0,6.8939,NEAR OCEAN
-117.98,33.66,26.0,3527.0,547.0,1615.0,542.0,6.1624,<1H OCEAN
-117.98,33.68,17.0,2603.0,373.0,1265.0,382.0,6.8039,<1H OCEAN
-118.01,33.67,13.0,2902.0,536.0,1125.0,490.0,5.888,NEAR OCEAN
-118.0,33.66,25.0,4041.0,903.0,1689.0,784.0,4.2289,NEAR OCEAN
-118.02,33.65,38.0,2548.0,646.0,755.0,399.0,2.8352,NEAR OCEAN
-117.99,33.67,17.0,1692.0,427.0,903.0,423.0,3.5859,<1H OCEAN
-117.99,33.66,14.0,3155.0,653.0,951.0,575.0,3.0625,<1H OCEAN
-118.02,33.71,23.0,5554.0,995.0,2408.0,936.0,5.3886,<1H OCEAN
-118.02,33.7,23.0,5069.0,770.0,2473.0,769.0,6.3047,<1H OCEAN
-118.04,33.72,24.0,7141.0,1330.0,3418.0,1268.0,4.6649,<1H OCEAN
-117.99,33.73,20.0,3182.0,884.0,1770.0,817.0,3.1912,<1H OCEAN
-117.99,33.72,26.0,1787.0,275.0,801.0,270.0,5.5514,<1H OCEAN
-118.01,33.71,18.0,6565.0,1357.0,3079.0,1248.0,4.7515,<1H OCEAN
-117.99,33.7,13.0,4013.0,903.0,1999.0,859.0,4.625,<1H OCEAN
-118.02,33.71,24.0,2598.0,443.0,1184.0,435.0,5.8623,<1H OCEAN
-118.03,33.7,15.0,3244.0,421.0,1259.0,413.0,7.7854,<1H OCEAN
-118.04,33.72,14.0,4494.0,1048.0,2222.0,963.0,4.7821,<1H OCEAN
-118.09,33.7,13.0,4770.0,969.0,2261.0,972.0,5.883,NEAR OCEAN
-118.1,33.74,37.0,997.0,262.0,531.0,282.0,4.7773,NEAR OCEAN
-118.1,33.74,32.0,2035.0,,934.0,512.0,4.2287,NEAR OCEAN
-118.07,33.72,32.0,1179.0,250.0,369.0,209.0,5.1824,NEAR OCEAN
-118.05,33.71,25.0,4150.0,570.0,1424.0,547.0,8.8281,NEAR OCEAN
-118.06,33.73,16.0,4392.0,602.0,1490.0,578.0,10.5424,<1H OCEAN
-118.05,33.72,22.0,5416.0,1271.0,2260.0,1184.0,3.8038,<1H OCEAN
-118.02,33.76,27.0,2905.0,587.0,1781.0,561.0,4.25,<1H OCEAN
-118.02,33.75,26.0,2989.0,479.0,1596.0,475.0,5.7157,<1H OCEAN
-118.04,33.75,16.0,3757.0,650.0,1291.0,614.0,5.2001,<1H OCEAN
-118.02,33.73,26.0,3711.0,610.0,1902.0,597.0,5.5599,<1H OCEAN
-117.98,33.75,24.0,3865.0,802.0,2670.0,772.0,3.8158,<1H OCEAN
-117.99,33.77,29.0,1312.0,267.0,922.0,255.0,3.1902,<1H OCEAN
-117.99,33.76,17.0,2545.0,737.0,1468.0,699.0,1.9439,<1H OCEAN
-117.99,33.75,22.0,3024.0,754.0,2357.0,743.0,3.3125,<1H OCEAN
-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,<1H OCEAN
-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,<1H OCEAN
-118.01,33.79,30.0,2460.0,403.0,1277.0,395.0,5.4372,<1H OCEAN
-118.07,33.8,34.0,3486.0,507.0,1311.0,503.0,7.1221,<1H OCEAN
-118.08,33.78,34.0,2287.0,347.0,1051.0,346.0,5.5767,<1H OCEAN
-118.02,33.8,24.0,84.0,14.0,32.0,8.0,5.875,<1H OCEAN
-118.04,33.8,33.0,2685.0,466.0,1359.0,476.0,5.0261,<1H OCEAN
